review,sentiment
watch film soon eating br br said begotten stick rest life like based nihilistic philosophy life nothing man spasming ground paraphrase title sequence introduction likely contain intense grisly imagery ever see film br br dialogue image image describing cycle life film combination stark black white photography compounded truly creepy background sound work drive home maker message br br movie begin god portrayed bandaged obviously insane man slicing open torso straight razor subsequently dying filth death mother nature emerges corpse impregnate blood semen give birth man represented maggot human convulsing earth br br landscape barren waste populated hulking shrouded humanoid eventually happen upon mother nature man slew violent scene depicting rape nature destruction man humanoid proceed pound remains corps back ground cycle life begin anew br br actually rented blockbuster one night based cover art hype content definitely blockbuster type film expect narrative dialogue pulled punch intense imagery based dark subject br br give movie high mark filmwork audio think watching often like movie dark unique one exponentially expected,1
falcon snowman superb example anti film many film decade general lacked substance film pure substance nothing stylish fake superfluous boast two superb performance timothy hutton sean penn lifelong friend christopher boyce daulton lee respectively hutton penn tom cruise triumvirate early actor looked headed much bigger better thing starred tap penn cruise popularity soared hutton largely forgotten shame actually hutton first win oscar supporting role ordinary people think performance movie even outstanding br br hutton really capture post vietnam war rebelliousness character chris boyce failed seminary school student chris love hate relationship father well played great character actor pat hingle scene chris quote poem father thought long forgotten particularly powerful one br br chris get job dept defense us hatred u gov foreign policy sell seemingly useless plan old project soviet get buddy daulton hyper drug dealing self server courier project plan microfilm chris based belief daulton strictly money soviet liaison excellently played david suchet penn suchet real quirky chemistry kind funny set exchange make mistake film anything serious character study pessimism malaise paranoia mistrust br br lead make film hutton delivers brilliantly understated performance chris rather smart young man much potential penn usual tremendous characterization daulton pathetic loser act think time think ending fact based film saddening several level truly powerful character study,1
think great many viewer missed entirely fact obviously parody western film br br bad movie clever tongue cheek take western believe film taking seriously moment br br make film even unique fact centered around strong beautiful woman two black one asian mexican hispanic character br br usual western woman tough draw fast shoot straight br br tough even bartender shaking pours whiskey br br plot move story along typical western vein shot brother gonna get western woman sister shot vengeance gang br br go round old crony bank robbing day br br one maria really interested avenging rachel sister motived fact gold jewelry hidden town headed br br couple scene quite make sense interfere much ignored wondered film could use little tightening well made film failed find audience recognized br br disappointment lesbian film villain heroine one obviously straight others sexual orientation never disclosed br br star,1
filmmaker made rather boring everyman story look interesting complex focusing wife back home time exposed truly original existential french loner br br film documentary hardly ever feel experienced something accidentally profound make profound br br film visually interesting interior moment absolutely loved journey filmmaker took quite lot european credit hopefully pb screen reach wider audience usa,1
jack sawyer sayid swim boat find completely wasted desmond traumatic past experience sailing island disclosed flashback sayid plot plan jack surprise others case michael double crossing group john locke convinces desmond invade hatch protected mr eko press button computer see happen br br episode one best second season unfortunately lover lost see lack respect producer stunning series fan usa air date episode may therefore along period fan wait third season suspenseful situation jack group surrounded others finding truth michael death ana lucia libby john locked inside hatch without intention pushing button mr eko despair outside hatch hope fate lost better angel disappointing conclusion lack conclusion five season vote ten br br title brazil available,1
agree columbo fan movie unnecessary change format columbo unique cop unorthodox police method movie look like remake ordinary detective drama past disturbing point columbo ordinary detective br br two part film left intriguing first figure title movie misleading maybe better title would vanishing bride something similar second columbo hide piece evidence without offering reason viewer least br br feel betrayed disappointed glad peter falk went back usual columbo br br,0
epitome bad film making unless pre pubescent girl riding big name like madonna story line physically assault one intelligence humour suited nursery school ever doubt think turd movie clearly display madonna absolute lack acting talent made feel highly embarrassed behalf thing believe ever let director near another movie madonna spends movie prancing around like infantile rag doll talking like baby painfully obvious reason movie ever made due fact madonna big name pop music time duped seeing awful attempt cash pop stardom stay away cost,0
think one true thing one meryl streep finest movie date depiction dying woman perfect recently lived movie touched level could imagined meryl truely greatest actress ever walked earth,1
film first british teen movie actually address reality violent rock roll society rather lucid parody teenage life attempt celebrate work liverpool junior liaison officer opening title point potential delinquent dealt scheme committed second crime however becomes merely pretext following teen drama film epilogue instructed feel responsible sorry delinquent however mixed might seem br br stanley baker play tough detective reluctantly take post juvenile liaison officer hard boiled character role typical baker currently trail notorious arsonist known firefly relish distraction transfer however good police drama led back full circle remarkable turn event back original investigation br br first case lead home two young child mary patrick murphy played real life brother sister duo committed petty theft meet cathie satisfyingly portrayed anne heywood older sister eventually becomes romantically involved quickly becomes obvious squalid environment inner city estate breeding ground juvenile delinquency br br elder brother murphy family johnny leader gang rock roll hoodlum mccallum eye catching turn americanized mixed kid owes like marlon brando previous british star one reminded brando character johnny wild one led leather clad gang rebellious bikers much way film johnny lead gang br br thankfully preachiness earlier dearden crime drama blue lamp apparent instead presented several well drawn character side law drama delinquent romantic interest heywood baker take forefront br br plot whilst time predictable deliver memorable scene disruptive influence rock roll music thought played scene johnny abandon music leading menacing advance police sergeant grippingly memorable piece film however climatic classroom scene bunch terrified school child including mary patrick held hostage gunpoint johnny obviously light real life dumblaine massacre scene seems horrifying understandably film seldom aired available modern audience,1
dear god kept waiting movie get started waited redeem neither sat dumbfounded could possibly bad wasted couple hour sheer stupidity faith drew possibly made bad movie boy ever lose faith bother one drew tried movie poorly written poorly acted poorly conceived believe script bad ever got funded million chance actually something idea word concept big movie even qualify still go anyplace pitiful reviewer got idea worst baffle believe got worse slit wrist finishing,0
voted simply best animated story able see quite time animation stunning artwork behind every landscape beautiful color lighting standard fare artistry amazed moving beyond beauty screen immersed storyline timeless turn fresh character development brief yet touchstone moment exactly needed clue viewer character come stand impressed entire affair think must see entire family,1
soul calibur solid ever new character creation bad as chronicle sword mode home version br br arcade version complete even though character roster smaller home version version definitely pretty two eliminating goofy unrealistic fighting style found home version way disappointed home version perhaps thought much might find much likable straight forward game soul calibur arcade think take become legend,1
whilst loved haunted house movie amityville poltergeist made tv adaption susan hill book pack huge punch horror hollywood br br brilliant cast many star heartbeat tv drama great acting fantastic setting portrays life convincingly right ingredient entice viewer powerful ghost story br br herbert wise need blood violence gore send chill spine audience using imagination woman black figure fear dread whose presence never absent first appears br br main character arthur kidd solicitor learns unseen spectre mission settle estate widow dy arthur spends night inside dreary home notice many oddity may haunt day scene unsettling claustrophobic particularly locked room open turn generator close arthur darkness film becomes harrowing put arthur shoe effort shake ghost writer put many chilling addition story example tin soldier appearance one eager learn meaning fact never really learn much widow leaf imagination make unsettling br br widow part look vicious intimidating scene winding generator sent chill woman appears nowhere isolated marshy land howling wind  property appreciate isolating scene inn perhaps horrible thing seen one wish watch hurry show elderly relative often woken night thinking behind sleep br br woman black great tv movie lost gem agree extent internet hype film totally overblown see people disappointed spending best £ think net defeated hidden gem make film like exposed think still brilliant fantastically acted consider greatest ghost story last century,1
even though first film broken lizard group last one saw mildly enjoyed super trooper managed sit crap club dred beerfest surprised hear earlier film sit high hope hoping funny campus romp friend asked keep mind younger obviously first foray film still disappointed taking away acting comedy skill bl guy ok whole film tiresome clichéd frankly boring actor film really poor acting rugby game even resemble rugby poor showing improved drastically super trooper declined since let hope get back form super trooper,0
supposed simple generic mystery plot involving dead philanthropist fact head ache inducing tale bunch character big actor ginger rogers early role trying find murderer among small cast resident posh apartment building character range utterly stupid downright mean cheap low budget production action revolves around rogers lead man guy care cause really sucked talking various possibility solving crime constantly cut absurd detective head butt honestly never worse time watching old b rate movie type seen real head slapper br br oh butler butler pay attention guy closest butler ya go br br polarisdib,0
movie deceiving ever using suspenseful looking actor like walken play piece junk made look like nothing better play boring role like one fact movie supposed witch really see almost end movie meanwhile sit watch boring film get try get meaning point go whole trail boring actor actress thinking whole time passed another movie decided one waisted money make whole point time useless sitting rather watch cartoon goodness sake leave one alone please,0
want cynical pedantic could point opening raf lancaster bomber mortally wounded nd may somewhat unlikely since german air defence lively adolph hitler day movie viewed cynical audience guess character killed literally last hour war add poignancy fact survived second world war fully appreciate intellect beauty soul powell pressburger masterpiece scene heaven painfully twee viewed today view movie context made raf bomber command lost men war number america lost nam shorter period far far smaller pool active combatant atheist fox hole doubt lost relative conflict view material atheism sensible thing richar attenborough young pilot look awe sight many war hero must openly wept scene remembered much missed comrade survive war also bare mind despite losing several million people seems people germany passing pearly gate obvious nazi go heaven br br plot dashing young pilot peter carter arguing life front celestial court much appeal subtext see matter life death highly political visionary film lament end british empire replaced american ambition little thing show film made people aware american history culture one ethnic mix america even today many briton think usa overwhelmingly composed white anglo saxon protestant fact american white european film rightly contains scene multitude different race confess american peter judged abraham farlan anglophobe first revolutionary killed british force american war independence special relationship britain america special relationship powell pressburger know history come britain america obviously know future br br remember watch movie mind past mind present strange beautiful poignant clever film would never ever work made last year imagine story set revolved around british soldier killed iraq,1
go see movie would stay watch like would go sleep pure crap actually got walked poorly script put together hated also taken brendan frasier much better good expected considering really liked george jungle graphic good first one instance bird ever crashed tree hope director take heed next movie make need reconsider horrible really would like give ursla job well done made movie worthwhile walked overall give movie,0
fortunate enough see last stop live moving picture film festival know moving picture film festival tour canadian made film canada told movie started world premiere verge getting american distribution deal added excitement br br big horror movie fan yes love scream trilogy well found rose mcgowan ten little indian type movie knew treat rose mcgowan biggest name actor actress entire festival br br best way describe without giving away much plot quite like scream certainly worth seeing set middle snowstorm filmed vancouver b c canada mountaintop motel add suspense rose mcgowan put great performance girl next door along rest cast happens end well thing say never guess ending br br sadly probably make mainstream north american theatre decent money maker rose mcgowan get chance see would recommend worse come worst always video br br gave,1
love comic although problem fully understanding story  visual style unique dirt dust decay thought knew surprisingly understood main plot  extremely poorly decision made visual style br br mean really bad looking cg human actor close ups work horus egyption god successfully made cg close comic version br br think real actor movie could cult movie br br shame,0
believe slanted jingoistic material getting passed american art house material early telling line like want make sure playing right team manipulative framing lighting love divided show true face crass manner irish catholic shown hegemonic protestant peaceful downtrodden poor representation history early u western depict struggle cowboy american indian truth story distorted stereotype outright vilification irish catholic story corruption admitted filmmaker sad people today still think win moral sway making film easily recognized obvious intent far attempting art film business anywhere legitimate cinema library,0
movie football jesus god kind sappy sanctimonious religious drivel get arch idiot wrestle jesus pump iron jesus yeah jesus totally buffed liked contact sport definitely owned full set dumb bell duhhh movie entitled hiking jesus something along line let general public know real intent movie convert people christianity pander whose brain already thoroughly washed blood lamb title derived bible made clear head coach reading bible asking jesus help recent sport movie invincible time inspiring jesus even factor desire determination individual dream br br broad appeal inspirational sport movie ultimately lost amidst blatant bible thumping sanctimonious religious propaganda one get impression sole message way succeed make positive gain accept jesus personal savior simply true therefore lie perpetuated believe true want everyone else believe image winning athlete thanking jesus win come directly mind loses curse jesus course loses jesus responsible jesus responsible win logic go round round round end exactly true believer need every time hit pause scene coach receiving brand new truck came could stop rolling floor laughing as catch breath materialism jesus taught find odd called christian seem either forget ignore message savior especially see jesus fish back huge gas guzzling suv pass like standing still br br another message movie implies jesus apparently care win loss record mediocre high school football team million starving child world final scene insecure unsure kicker boot yard field goal hyped unbelievably incredible miracle put final gag spoon religious red flag turkey gave three star guy played black coach could actually act,0
awesome movie great combination talent huge fan david duchovny outstanding movie would love see movie nature talent definitely used much offer besides agent mulder although huge fan series anyway want see easily cary grant generation seen movie must great love story show love never dy forever minnie driver great go wrong cast containing mr connor mr loggia mr belushi movie get type award nod deserved one great job bonnie hunt way soundtrack great,1
johny make one best style exercise making strong film good yakuza story election new yakuza bos beginning war inside organization br br opinion violence wise used context making strong gang film specially love way tell history moving around role inside yakuza family making see violence like way solve problem br br talking technical aspect film good example paused rythmic planified way shooting film one hong kong film year like infernal affair without easy action violence scene confused storyline strongly recommended asian film lover br br sorry english better spanish lol,1
excellent film traditional working class family northern england filmed location bolton star james mason father dominant force within home seems cleverly film based play portrays complexity family life supporting cast terrific well many familiar face lending support,1
julien hernandez certainly attractive likable screen persona fact character pretty much carry whole film worthwhile problem exception gal pal played marisa petroro paul lekakis trick date boyfriend character one else even come close hernandez play something director cuban heritage unknown sexuality come l get job making gay documentary process meeting group gay people finding subject come l w l even minute film obviously stretched padded various film school device end pointlessly interrupting narrative much begin pointing overall amateurish ness film making br br shame love story somewhere final three minute hernandez sebastien finally click wealthy west hollywood party thrower nicely underplayed lonnie henderson share sexy soulful kiss work despite came really care character situation would handsome dante eurotrash priss boyfriend even get started sebastien friend paulie rule dating gay man know hell sane person period would put constriction others please tell sebastien get peeled banana normally fairly shmushy right stuck butt go doctor get removed br br noticed hernandez award film short probably stayed way said look forward seeing hernandez screen better scripted comedy assured direction,0
movie three year working hollywood bette davis finally got role claimed put force reckoned mildred rogers davis burst forth completely unsympathetic role slutty waitress becomes target leslie howard affection already eager sink teeth role like qualm awful thing character meant throughout course film awful transformation would undergo also widely noted performance one thing make slightly uneven movie watchable one remember even two remake scene rip howard made cinema history br br circa minute story move nice pace telling story philip carey howard life cross destructive mildred rogers br br howard davis chemistry non existent davis sustained interview much later life personally care much howard iciness towards helped act even worse character towards mildred two seem awkward one another scene together remain stiff salvaged ferocious acidity davis brings line nervous presence cromwell direction certain stiltedness fails come time try fill space whenever davis dissolve montage indicating passing time calendar superimposed changing france dee much style back technicality complicated camera angle came essence visual story simplified bare essential translation somerset maugham novel saying lot since page human bondage would indeed hard film even br br storywise feel philip carey may something glutton punishment since discernible sexual attraction mildred compound mildred never hide displeasure get go howard performance never seems go much external emotion eye constantly sad expression never veers far away lost could almost distant cousin william hurt accidental tourist dejected hurt absolutely passive possibly part character reason fails see woman played kay johnson france dee making vulnerable unrequited affection interestingly johnson norah realizes carey never fall one sum story observation people bound people bound carey carey bound mildred mildred bound miller men fit role provider short memorable scene one hold essence story moral,1
darr great movie shahrukh play obsessed lover almost anything win lady case juhi chawla little juhi know film shahrukh major crush constantly stalking admit thing movie pretty creepy like threatening phone call never life forget line love k k k kiran br br bad shahrukh juhi exactly together film juhi sunny make fairly good couple movie though shahrukh role pretty psychotic still think great job playing possibly imagine anyone else role wonder got award darr br br juhi say look especially amazing film always look amazing film darr give public wonderful image br br music excellent especially jaadu teri nazar one time favorite song also thought tu mere samne quite nice also br br must see everyone overall darr deserves,1
love bela lugosi get wrong one interesting people ever make movie certainly share clunkers another one br br lugosi play dr lorenz doctor medical license pulled unexplained reason however experiment keep wife young beautiful revealed year old yet lugosi look mid married old woman never really explained br br anyway treatment experiment involved giving bride altar married sort sweet smelling substance whereby pas thought dead lugosi assistant steal body way morgue take back lab kept sort suspended animation catatonic state stolen bride needle rammed somewhere body maybe neck needle rammed body lugosi wife bring back youth beauty never really see lugosi stick needle draw bride somehow restores wife apparently old age make scream pain lugosi wife lot screaming get back younger state helping lugosi lab good thing movie weird old hag two deformed son one son big lumpy looking slow acting fellow like fondle snoozing bride son mean little dwarf little person politically correct today world night three sort pile sleep lugosi dreary downstairs lab came lugosi scared assistant like lot stuff film never explained br br anyway female reporter given assignment gruff editor find stolen bride going quickly figure one common thing among stolen bride rare orchid found asks around told world renowned orchid expert living nearby happens one developed particular orchid expert turn creepy dr lorenz quickly track upset little house horror sure police came mop reporter done dirty work br br seems lugosi movie always sort unnecessary silly plot line made whole thing stink high heaven mean world famous orchid expert kidnaps bride sending doped orchid known developed oh br br later revealed young lady even bride procedure work would lugosi keep kidnapping bride heavily guarded church experiment create attention newspaper headline grab prostitute street like normal weirdo pervert would clunker reminded lot another lugosi stinker devil bat silly plot line bad acting silly reporter get bad guy deal br br lugosi always good creepy sinister enough keep interested least enough keep watching woman playing reporter terrible actor emotion whatsoever delivered line like machine gun spewing quickly could everyone else pretty much blew came good actor br br thing watchable bela lugosi fan lugosi always intense even picture dog must known terrible picture maybe also knew gave everything little intensity might shine past bad plot bad acting surrounded br br right horror fan always love bela lugosi gave every time front camera give two f k bela,0
even remotely funny mouldy waxwork film would still soberingly disrespectful stopping short digging boy corps enacting weekend bernie   producer larry harmon director frickin ernest film use holding copyright excuse crap stan ollie legacy gailard sartain fair ollie impersonation bronson pinchot reach tenth place stan lookalike contest even spot film would less detestable less said surrounding catastrophe better make utopia look like dignified swan song,0
showtime fall somewhere north critic saying little south expected month ago first heard eddie murphy robert di niro teaming comedy overall pretty good real life crime cop go plot matter pretty illogical duh comedy also special effect chase aerial shot skyscraper blowing present lower key schwartzenegger movie found bit tiresome overdone sensibility aside pyro techno hyper effect stuff getting really old past year seemed lame substitute characterization story engaging emotion hope lesser quantity showtime indicator trend hollywood trend downwards less use silly less use exploding building br br di niro murphy two favorite screen presence charisma even character depth joy behold many year dismissed engaging actor entertaining appealing movie put finger perhaps explosion excessive fx diminished final product perhaps perhaps something else combination factor give one sense movie achieve highest potential whatever showtime entertaining probably buy dvd come vibe nonetheless could least hoped br br good movie great movie gave,1
hmmm yeah episode extremely underrated br br even though lot bad writing acting part think good win bad br br love origami part big twist end absolutely love scene michelle confronts tony actually one favorite scene season br br reason people always hated reincarnation episode yet always liked best term writing theme really interest br br gonna give three star writing little consistent give four,1
corned beef cabbage br br little romantic comedy clip along scene scene exotic twist imaginary scene costume party centered around wife husband looking break doldrums played gloria swanson twenty leading men natural air convincing course swanson perfect kind mood frivolous worried hopeful br br behind game apparent lightheartedness old serious problem staying love straying love little corniness director demille top keeping snappy believable many film period subtitle tell saying thinking often give kind philosophical insight justify tragedy raciness higher purpose probably better without instructional text part narrative style kind quaint br br looking visual formal amazement find story well acted filmed precision economy really great example event might come total surprise modern love story set almost hundred year ago gas saw swanson perfect,1
gotta say usually like horror movie never seen however one pathetic gory taste used gory gut wrenching type particular movie lame acting horrible yet corny pun intended one liner cute sequel scarecrow slayer even worse yes probably first came huge rave people liked movie like ring exorcist emily rose come movie like make movie like scarecrow seem childish want movie pas time pick one special effect cheesy heck seeing low budget movie kind see would come kind remind movie child corn independent movie rock time want see scarecrow killing people corncob sequel scarecrow going movie would,0
may contain spoiler br br clearly ever made film must lot connection see way really surprise one used name allen smithee surprising everyone involved use name br br anyhow begin bad dialogue crummy costume sorry looking film stock unintentional comedy top character inconsistency george w bush college career know funnier guy losing arm snowball slow motion scene baby jack frost getting killed also one great line time uttered film know like another mutant snowman talk kill people snowball great camp film bad film overall,0
film mildly entertaining one neglect acknowledge numerous incongruity plot sheer lack believability bruce willis jackal never seems live reputation cunning mastermind underworld instead bumbles broad daylight parading mishmash shoddy disguise man never captured even identified beyond audience impressed cleverness daring considering price demand service exorbitant million method decidedly low budget stupid br br pursuit least ridiculous behavior show sense expertise instead relying half baked conjecture sends traversing across country whim incredibly far fetched guess maybe bought boat maybe chicago etc etc invariably lead straight jackal yet escape clumsy grasp br br richard gere whose irish accent fade like distant radio station play inexplicable role imprisoned convict released jail work alongside fbi actually make compatible partner mean amateurish inept professional pal one point actually confronts infamous jackal unfortunately fbi although trust enough leave sight fail equip weapon mean communication kind operation running br br film also appears overly reliant gruesome violence entirely superfluous provides suspense whatsoever supposedly stealthy jackal act like demented senseless serial killer eliminating people sport writing victim cheek blood br br film action scene predictable unrealistic many moment ruined melodrama movie poorly executed many level one bright spot ever consistent sidney poitier avoid movie mood think watch br br,0
sorry see rated low many people series started good first season good br br people tend forget beginning something look end good look total end result sad lot usual character died damn lot nice new character br br please attach character attach series plot please understand like boone died augur died well need done imagine everyone keep living whole series lot danger time come face die would invincible way always keep tension survive die realize people attach self character favorite character augur one could get every computer wanted one mysterious could thing computer one else could br br wish make one statement people vote negative series started good deserve low rating look final season instead total see good series started see much enjoyed,1
first saw movie little born around age cartoon big mother taped one day thinking might like never even heard rainbow bright tv show introduced movie saw one old beta tape loved became addicted people say badly written kid movie thing like matter much child loved story especially liked song female character course pretended scene rainbow first met krys repulsed work opposite sex could totally relate story basic good v evil child enjoy enough happy moment balance scary one world fantastic place would stimulate imagination young child glad opportunity see movie little made big impact watching brings back happy memory childhood would recommend parent young child rent movie trigger imagination provide plenty entertainment child let miss one,1
program would useful training hardened felon basic human emotion beyond purpose show value fill bandwidth would otherwise go unutilized electromagnetic spectrum feel greater sense suspense anticipation listening computerized voice chip endlessly droning product random number generator fortunately helpful frequent music cue tell viewer supposed feel case unable fully internalize predictable shallow plot line find amy superficially positive character role model young woman serve traditionally male field unfortunately totally subjective approach law guided solely whatever capricious personal guideline amy elect employ resulting amy trial closely resembling appeal personal mercy tribal despot true administration justice show unpalatable amount although extent mitigated two episode brain god given filtering process show thankfully leave imprint viewer memory television tuned dead channel maximum volume,0
many negative review stay away joe stay quiet longer let injustice happen side heard yet br br elvis presley movie guilty pleasure simple reason perfect film pure relaxation think watch mean worry missing complex plot never proper plot start kick shoe grab beer sit back switch brain enjoy general wackiness catchy easy going rock n roll tune grooviest decade br br book stay away joe definitely fall bad good category like appreciate trash value ultimate camp experience bad almost surrealistic watch think possibly get worse surprise imaginable way end amazed new level stupidity know whether laugh cry nutshell love damn amusing generation actually made film like still give though hit bottom became instant bad movie classic,0
naschy outing directed leon klimovsky cursory glance publicity photo packaging might lead believe medieval romp lie somewhere inquisition sadomania sadly br br strictly pg affair tame torture sequence nudity little edge naschy fan strut stuff gilles de lancre antiguo mariscal de la nacion sadly pantomime villain anything else one get feeling film seen done strictly therefore naschy completest,0
well hated knocked despised year old virgin little gem worthless piece trash movie favor skip admit like actor movie year old son showed cover dvd like like movie insistence decided give try unfortunately br br two minute movie turned offended disgusting decent person would offended filth movie call old fashioned shoving pussy juice covered hand friend face know got line decency opinion yeah putrid little film start imagine get much worse another real winner mr rudd bet proud punch imagine could get worthless role like get would stay movie despite pay br br known better next time,0
spoiler alert throughout australia summer turned deluge rain hail stone size baseball causing havoc coastal city like sydney hectic condition tax lawyer david burton richard chamberlain got involved case defense attorney involving death local aborigine found dead outside sydney bar br br five fellow aborigine arrested billy cormans athol compton death determined police coroner billy died drowning violence even though bruise neck shoulder yet court decided prosecute five death charging manslaughter instead murder br br david defending five get help defense accused assailant opting remain quite keep happened billy take coming court one defendant chris david gulpili begin somehow invades david dream want tell really behind billy death br br david first taking dream chris seriously begin sense real meet courthouse chris confirms david dream showing strange looking black rock david saw chris dream later meeting chris turn aborigine shaman charlie nandjiwarna amagula came house evening david told like charlie spiritual power inherited mother grandfather power reveal future strange weather condition flooding australian continent earth chris tell david going gigantic cleansing cycle old world washed away new world ready take place br br david confused chris charlie telling rain continue increase ocean wave start rise feel something terrible going happen david want know aborigine folklore scientific fact logic behind end world like revelation br br obvious chris charlie member aborigine tribe right heart modern sydney alone get chris well four friend murder billy since australian government prosecute tribal aborigine leaving justice done tribe still chris refuse admit member native tribe four friend convicted manslaughter billy death sentence handed judge within day br br david determined find reason chris silence billy die taken chris scene crime david find billy betrayed chris tribe member going billy member chris aborigine tribe also revealed david kind spiritual connection austrailan aborigine charlie step father rev burton david parslow told br br stage set great final cleansing cycle david seeing night time dream day time vision come form massive tidal wave rolling pacific ocean australian coast city sydney submerges entire continent,1
